Unnamed: 0,timestamp,series_id,step,anglez,enmo,event,sleep,window,sd_enmo_1,sd_anglez_1,m_enmo_2,m_anglez_2,cluster
1915440,2018-12-21 21:20:00-05:00,04f547b8017d,404160.0,31.5,0.13574219,,0.0,180.0,0.4040815666323818,21.04310219460679,0.3441708882649739,15.578369140625,1.0
6098669,2018-11-29 07:52:25-05:00,0d0ad1e77851,270629.0,36.71875,0.047912598,,0.0,551.0,0.0192286494113301,11.38232143573793,0.01605091492335,22.117146809895832,0.25
127502,2018-08-22 00:35:10-04:00,038441c925bb,127502.0,-19.234375,0.020904541,,1.0,25.0,0.0001848456034561,0.0104462195617261,0.0213203430175781,-19.219401041666668,0.75
3977965,2018-11-17 08:42:05-05:00,08db4255286f,207145.0,-25.984375,0.5073242,,0.0,287.0,0.1329979961118384,14.698476940251542,0.2460734049479166,-6.830851236979167,0.5
7236959,2018-01-27 21:19:55-05:00,0ef7d94fde99,20039.0,-26.765625,0.036590576,,0.0,696.0,0.0013687108788175,1.4208261824461583,0.0381151835123697,-24.19466145833333,0.75
9031460,2018-03-28 23:41:40-04:00,1087d7b0ff2e,266000.0,1.5322266,0.010299683,,0.0,868.0,0.0002397030996365,0.0771538688443684,0.0122334162394205,-13.721842447916666,0.25
8919869,2018-03-22 12:42:25-04:00,1087d7b0ff2e,154409.0,-43.09375,0.016693115,,0.0,851.0,0.0038947209362075,3.865008616742673,0.0233535766601562,-35.444010416666664,0.75
5022165,2017-09-01 07:58:45-04:00,0ce74d6d2106,183945.0,-39.46875,0.02319336,,0.0,387.0,0.0056224388525609,8.298648678823398,0.0312906901041666,-33.2978515625,0.75
4477824,2017-12-09 04:42:00-05:00,0cd1e3d0ed95,9864.0,-20.125,0.0368042,,0.0,349.0,0.0273347546274049,24.15557646482555,0.0252731641133626,-44.91422526041666,0.75
4497799,2017-12-10 08:26:35-05:00,0cd1e3d0ed95,29839.0,-9.6953125,0.0,,0.0,353.0,0.0130096097452686,10.925130652838616,0.013203278183937,1.6568196614583333,0.75
6219147,2018-12-06 07:12:15-05:00,0d0ad1e77851,391107.0,3.0722656,0.02319336,,0.0,575.0,0.0294792548979072,5.57458620282001,0.0409278869628906,12.1387939453125,0.25
1363127,2019-01-01 22:43:55-05:00,0402a003dae9,249107.0,54.0,0.0,,1.0,123.0,4.5234202654238064e-05,0.1078080396949417,0.0017834107081095,47.561848958333336,0.25
1276914,2018-12-27 22:59:30-05:00,0402a003dae9,162894.0,-48.0625,0.021392822,,1.0,107.0,0.0002975523146285,0.0402517817963638,0.0211162567138671,-48.04296875,0.75
109438,2018-08-20 23:29:50-04:00,038441c925bb,109438.0,-54.4375,0.033996582,,0.0,20.0,0.0446042601452851,7.910335792247799,0.0420557657877604,-52.5576171875,0.75
44031,2018-08-17 04:39:15-04:00,038441c925bb,44031.0,-13.8046875,0.021392822,,1.0,10.0,0.0108772972351687,28.85268964885873,0.0165363947550455,-58.095703125,0.75
5832360,2018-11-13 22:00:00-05:00,0d0ad1e77851,4320.0,-4.9179688,0.019699097,,0.0,506.0,0.0191597816665467,15.97671498812853,0.0166910787423451,-2.784912109375,0.25
4199966,2018-11-30 05:02:10-05:00,08db4255286f,429146.0,-30.1875,0.00029993057,,0.0,334.0,0.0104065127969275,11.670311111683926,0.0267120599746704,-23.4404296875,0.75
3815210,2018-11-07 23:39:10-04:00,08db4255286f,44390.0,8.0625,0.004699707,,1.0,249.0,0.0001331833044742,0.0,0.0046501159667968,8.0625,0.25
9575143,2019-01-09 19:48:35-05:00,12d01911d509,6343.0,-4.1328125,0.02909851,,0.0,986.0,0.0121388708622102,50.94827236843767,0.0092207690080006,54.81587727864584,0.25
7305374,2018-01-31 20:21:10-05:00,0ef7d94fde99,88454.0,-71.125,0.022094727,,0.0,712.0,0.0026486145569729,6.095652747806096,0.0371309916178385,-54.101969401041664,0.75
1328729,2018-12-30 22:57:25-05:00,0402a003dae9,214709.0,37.53125,0.002500534,,0.0,114.0,0.0477660911977208,21.78250036618289,0.0872243245442708,31.80989583333333,0.25
8000632,2018-08-31 20:14:20-04:00,0f572d690310,420832.0,-24.78125,0.012802124,,0.0,796.0,0.0027810305353729,2.970854003612791,0.0093746185302734,-21.47884114583333,0.75
7628993,2018-08-10 08:04:25-04:00,0f572d690310,49193.0,18.140625,0.032196045,,0.0,775.0,0.0219042740964456,16.629535034777025,0.0389318466186523,27.3648681640625,0.25
3869745,2018-11-11 02:23:45-05:00,08db4255286f,98925.0,-68.0625,0.0012998581,,1.0,261.0,0.0001434213682446,0.0,0.0008874734242757,-68.05729166666667,0.75
5553573,2018-12-23 20:47:45-05:00,0cfc06c129cc,110193.0,-56.4375,0.031402588,,0.0,454.0,0.0002120442694552,0.0277382927175771,0.0313669840494791,-56.44921875,0.75
3953692,2018-11-15 22:59:20-05:00,08db4255286f,182872.0,-50.375,0.0011997223,,1.0,281.0,0.000857127693119,0.0335339603125993,0.0014623800913492,-50.28515625,0.75
8409287,2018-11-05 06:03:55-04:00,10469f6765bf,46847.0,-87.75,0.018493652,,1.0,814.0,0.0005021492041494,0.0388488475958603,0.0180587768554687,-87.69791666666667,0.75
9168841,2018-04-05 22:30:05-04:00,1087d7b0ff2e,403381.0,39.3125,0.02319336,,0.0,894.0,0.0047259528088184,2.8474194165273943,0.0098164876302083,33.529947916666664,0.25
1248708,2018-12-26 07:49:00-05:00,0402a003dae9,134688.0,28.671875,0.000100016594,,0.0,101.0,0.0259835706913958,13.429391306172866,0.0097578515609105,28.79833984375,0.25
9067229,2018-03-31 01:22:25-04:00,1087d7b0ff2e,301769.0,-43.40625,0.004501343,,0.0,872.0,0.0070276316299918,4.83699125232178,0.016207218170166,-47.13541666666666,0.75
355994,2018-09-04 05:56:10-04:00,038441c925bb,355994.0,-64.25,0.01939392,,0.0,67.0,0.0001673362285699,0.0833481281749655,0.0245882670084635,-55.11100260416666,0.75
9447153,2017-09-23 04:47:45-04:00,10f8bc1f7b07,270753.0,5.8476562,0.0015001297,,1.0,956.0,0.0001241796508557,0.0578392075718535,0.0015126466751098,5.880208333333333,0.25
5779150,2019-01-05 22:05:50-05:00,0cfc06c129cc,335770.0,-51.5625,0.013496399,,1.0,499.0,0.0003271837113304,0.0180421965660443,0.0139128367106119,-51.505208333333336,0.75
5890397,2018-11-17 06:36:25-05:00,0d0ad1e77851,62357.0,73.3125,0.019805908,,1.0,518.0,0.0001403778442513,0.0554765855573531,0.0195604960123697,73.32291666666667,0.25
1381547,2019-01-03 00:18:55-05:00,0402a003dae9,267527.0,-0.030395508,0.0054016113,,0.0,126.0,0.0019535676860321,2.781814804946694,0.0054626862208048,4.511978149414063,0.25
7098352,2019-04-22 21:04:20-04:00,0ec9fc461819,454372.0,21.203125,0.03149414,,0.0,680.0,0.011751021273433,22.018230692682152,0.0181792726119359,-24.885416666666668,0.25
6838602,2019-04-07 20:18:30-04:00,0ec9fc461819,194622.0,-18.515625,0.019607544,,1.0,669.0,0.0195774668416622,18.90711149779287,0.0355197389920552,3.4677734375,0.75
6219013,2018-12-06 07:01:05-05:00,0d0ad1e77851,390973.0,45.21875,0.0073013306,,0.0,575.0,0.0091594507024405,8.810659072405503,0.0222680568695068,35.1640625,0.25
7237324,2018-01-27 21:50:20-05:00,0ef7d94fde99,20404.0,7.5273438,0.016494751,,1.0,697.0,0.0003730893775895,0.3333361654679032,0.015783945719401,8.93115234375,0.25
3936550,2018-11-14 23:10:50-05:00,08db4255286f,165730.0,-27.53125,0.00630188,,0.0,276.0,0.0004886604053102,0.2298449522050999,0.0050419171651204,-29.010416666666668,0.75
6343556,2019-01-10 22:44:40-05:00,0dee4fda51c3,110696.0,-1.5859375,0.34033203,,0.0,598.0,0.0910100947426562,28.91493300585355,0.0576796332995096,-24.33577473958333,1.0
9372074,2017-09-18 20:31:10-04:00,10f8bc1f7b07,195674.0,-17.0,0.08270264,,0.0,940.0,0.0438658692004694,18.161211616956574,0.0584907531738281,-15.91125996907552,0.75
8843501,2018-03-18 01:38:25-05:00,1087d7b0ff2e,78041.0,-56.84375,0.09991455,,0.0,832.0,0.0257925391476667,4.974963209616101,0.0142927169799804,-44.26432291666666,0.75
7278015,2018-01-30 06:21:15-05:00,0ef7d94fde99,61095.0,25.0625,0.01309967,,0.0,707.0,0.0061383912230193,8.342969910543909,0.0131510496139526,27.14876302083333,0.25
